County,State,StateCode,LBW,LBWind,InfantMort,InfantMortInd
St. Louis,Missouri,MO,8.6,4,8.4,4
Saline,Missouri,MO,7.7,4,9.4,4
Schuyler,Missouri,MO,8.3,4,11.8,4
Scotland,Missouri,MO,5.3,3,5,3
Scott,Missouri,MO,10.2,4,12.6,4
Shannon,Missouri,MO,8.3,3,11.8,4
Shelby,Missouri,MO,7.2,4,1.4,3
Stoddard,Missouri,MO,9.9,4,9.4,4
Stone,Missouri,MO,7.5,4,11.8,4
Sullivan,Missouri,MO,8.5,4,6.9,4
Taney,Missouri,MO,6.4,3,6.2,3
Texas,Missouri,MO,8,3,9.9,4
Vernon,Missouri,MO,6.8,4,13.2,4
Warren,Missouri,MO,6.1,3,4.1,3
Washington,Missouri,MO,8.4,3,6,3
Wayne,Missouri,MO,9.9,4,16,4
Webster,Missouri,MO,5.5,3,8.2,4
Worth,Missouri,MO,4.6,3,NA,NA
Wright,Missouri,MO,6.4,3,7.9,3
St. Louis City,Missouri,MO,11.7,4,12.8,4
Beaverhead,Montana,MT,7.5,4,5.6,3
Big Horn,Montana,MT,6.6,3,7.7,3
Blaine,Montana,MT,6.1,3,7.3,3
Broadwater,Montana,MT,4.6,3,NA,NA
Carbon,Montana,MT,6.6,4,8.8,4
Carter,Montana,MT,6.3,4,NA,NA
Cascade,Montana,MT,6.9,3,8.9,4
Chouteau,Montana,MT,4.6,3,NA,NA
Custer,Montana,MT,7.8,4,7.4,4
Daniels,Montana,MT,4.3,3,NA,NA
Dawson,Montana,MT,6.1,4,6.3,3
Deer Lodge,Montana,MT,9.6,4,6.2,3
Fallon,Montana,MT,6.9,4,NA,NA
Fergus,Montana,MT,5.7,4,8.7,4
Flathead,Montana,MT,6,3,6,3
Gallatin,Montana,MT,5.3,3,6,3
Garfield,Montana,MT,5.9,3,NA,NA
Glacier,Montana,MT,5.6,3,8.9,4
Golden Valley,Montana,MT,6.3,3,NA,NA
Granite,Montana,MT,6.2,3,NA,NA
Hill,Montana,MT,7,3,7.1,3
Jefferson,Montana,MT,5.4,3,2.5,3
Judith Basin,Montana,MT,3.8,3,NA,NA
Lake,Montana,MT,7.7,3,13.4,4
Lewis and Clark,Montana,MT,8.3,4,7.2,4
Liberty,Montana,MT,11.3,4,NA,NA
Lincoln,Montana,MT,5.4,3,7.6,3
McCone,Montana,MT,3,3,NA,NA
Madison,Montana,MT,5.8,4,7.6,4
Meagher,Montana,MT,8.8,4,NA,NA
Mineral,Montana,MT,7.8,4,NA,NA
Missoula,Montana,MT,6.7,3,5.4,3
Musselshell,Montana,MT,10.5,4,13.4,4
Park,Montana,MT,6,4,4.5,3
Petroleum,Montana,MT,NA,NA,NA,NA
Phillips,Montana,MT,4.5,3,NA,NA
Pondera,Montana,MT,6.3,3,10,4
Powder River,Montana,MT,6.9,4,NA,NA
Powell,Montana,MT,6.8,3,5.4,3
Prairie,Montana,MT,7.5,4,NA,NA
Ravalli,Montana,MT,6.5,3,7.6,4
Richland,Montana,MT,5.7,3,4.3,3
Roosevelt,Montana,MT,5.8,3,11,4
Rosebud,Montana,MT,7.3,4,14,4
Sanders,Montana,MT,7.9,4,8.5,3
Sheridan,Montana,MT,6.1,4,NA,NA
Silver Bow,Montana,MT,7.9,4,4.2,3
Stillwater,Montana,MT,5.5,3,2.6,3
Sweet Grass,Montana,MT,7.4,4,15.2,4
Teton,Montana,MT,4.9,3,3.1,3
Toole,Montana,MT,6.6,4,NA,NA
Treasure,Montana,MT,NA,NA,NA,NA
Valley,Montana,MT,4.5,3,4.9,3
Wheatland,Montana,MT,4.5,3,NA,NA
Wibaux,Montana,MT,7.8,3,NA,NA
Yellowstone,Montana,MT,7.2,3,7.4,4
Adams,Nebraska,NE,6.1,3,6.9,4
Antelope,Nebraska,NE,3.4,3,4.3,3
Arthur,Nebraska,NE,NA,NA,NA,NA
Banner,Nebraska,NE,NA,NA,NA,NA
Blaine,Nebraska,NE,NA,NA,NA,NA
Boone,Nebraska,NE,5,3,6.7,4
Box Butte,Nebraska,NE,5.2,3,6.9,3
Boyd,Nebraska,NE,5,3,NA,NA
Brown,Nebraska,NE,6.8,4,NA,NA
Buffalo,Nebraska,NE,6.1,3,5.9,4
Burt,Nebraska,NE,5.2,3,5.6,3
Butler,Nebraska,NE,4.9,3,3.1,3
Cass,Nebraska,NE,6.7,4,6.6,4
Cedar,Nebraska,NE,4.4,3,8.9,4
Chase,Nebraska,NE,5.1,3,NA,NA
Cherry,Nebraska,NE,6.2,3,6,3
Cheyenne,Nebraska,NE,6.2,4,8.1,4
Clay,Nebraska,NE,4.9,3,8.3,4
Colfax,Nebraska,NE,5.9,3,10,4
Cuming,Nebraska,NE,5.2,3,5.1,3
Custer,Nebraska,NE,5.8,3,7.5,4
Dakota,Nebraska,NE,6.7,4,7.5,4
Dawes,Nebraska,NE,5.5,3,5.5,3
Dawson,Nebraska,NE,7,4,10.5,4
Deuel,Nebraska,NE,2.7,3,NA,NA
Dixon,Nebraska,NE,6.5,4,1.4,3
Dodge,Nebraska,NE,6.6,3,5.5,3
Douglas,Nebraska,NE,7.7,4,7.4,4
Dundy,Nebraska,NE,7.2,4,NA,NA
Fillmore,Nebraska,NE,4.8,3,6,4
Franklin,Nebraska,NE,4.9,3,NA,NA
Frontier,Nebraska,NE,7.3,4,NA,NA
Furnas,Nebraska,NE,3.6,3,7.8,4
Gage,Nebraska,NE,7.1,4,8,4
Garden,Nebraska,NE,6.1,3,NA,NA
Garfield,Nebraska,NE,6.1,4,NA,NA
Gosper,Nebraska,NE,6.2,4,NA,NA
Grant,Nebraska,NE,7.5,4,NA,NA
Greeley,Nebraska,NE,4.5,3,NA,NA
Hall,Nebraska,NE,7.2,4,7.5,4
Hamilton,Nebraska,NE,5.4,3,8.6,4
Harlan,Nebraska,NE,4.7,3,NA,NA
Hayes,Nebraska,NE,NA,NA,NA,NA
Hitchcock,Nebraska,NE,3.2,3,NA,NA
Holt,Nebraska,NE,5,3,6,4
Hooker,Nebraska,NE,NA,NA,NA,NA
Howard,Nebraska,NE,6.7,4,4.4,3
Jefferson,Nebraska,NE,6.8,4,8,4
Johnson,Nebraska,NE,7.2,4,NA,NA
Kearney,Nebraska,NE,7.5,4,8.5,4
Keith,Nebraska,NE,7.4,4,11.9,4
Keya Paha,Nebraska,NE,NA,NA,NA,NA
Kimball,Nebraska,NE,9.3,4,NA,NA
Knox,Nebraska,NE,4.8,3,3.1,3
Lancaster,Nebraska,NE,7.1,4,6.4,4
Lincoln,Nebraska,NE,6.4,3,5.5,3
Logan,Nebraska,NE,5.3,3,NA,NA
Loup,Nebraska,NE,NA,NA,NA,NA
McPherson,Nebraska,NE,NA,NA,NA,NA
Madison,Nebraska,NE,6.1,3,6.1,4
Merrick,Nebraska,NE,6.4,4,6.8,3
Morrill,Nebraska,NE,7.7,4,5.1,3
Nance,Nebraska,NE,4.5,3,NA,NA
Nemaha,Nebraska,NE,6.1,4,6.1,4
Nuckolls,Nebraska,NE,8.5,4,NA,NA
Otoe,Nebraska,NE,6.6,4,8,4
Pawnee,Nebraska,NE,4,3,NA,NA
Perkins,Nebraska,NE,4,3,NA,NA
Phelps,Nebraska,NE,4.8,3,3.7,3
Pierce,Nebraska,NE,5.7,4,7.3,4
Platte,Nebraska,NE,6.5,3,7.8,4
Polk,Nebraska,NE,6.2,4,3.4,3
Red Willow,Nebraska,NE,6.4,4,5.4,3
Richardson,Nebraska,NE,6.9,4,6.1,3
Rock,Nebraska,NE,7.7,4,NA,NA
Saline,Nebraska,NE,5.9,3,5.6,3
Sarpy,Nebraska,NE,7.1,4,5.4,3
Saunders,Nebraska,NE,6.5,4,5.1,3
Scotts Bluff,Nebraska,NE,7.6,3,6.8,3
Seward,Nebraska,NE,5.6,3,3.7,3
Sheridan,Nebraska,NE,6.6,4,9.5,4
Sherman,Nebraska,NE,7.5,4,NA,NA
Sioux,Nebraska,NE,8.7,4,NA,NA
Stanton,Nebraska,NE,5.1,3,0,3
Thayer,Nebraska,NE,5.3,3,5.9,4
Thomas,Nebraska,NE,NA,NA,NA,NA
Thurston,Nebraska,NE,4.8,3,12.3,4
Valley,Nebraska,NE,5.9,4,NA,NA
Washington,Nebraska,NE,5.8,3,7.3,4
Wayne,Nebraska,NE,5.8,3,6.5,4
Webster,Nebraska,NE,5.6,3,NA,NA
Wheeler,Nebraska,NE,NA,NA,NA,NA
York,Nebraska,NE,6.7,4,7.1,4
Churchill,Nevada,NV,6.8,4,7.5,4
Clark,Nevada,NV,7.7,3,6.2,3
Douglas,Nevada,NV,7.6,4,3.7,3
Elko,Nevada,NV,7,3,5.1,3
Esmeralda,Nevada,NV,7.1,4,NA,NA
Eureka,Nevada,NV,4.4,3,NA,NA
Humboldt,Nevada,NV,6.2,3,9.8,4
Lander,Nevada,NV,8.4,4,4.3,3
Lincoln,Nevada,NV,8.6,4,11.4,4
Lyon,Nevada,NV,7.2,4,2.3,3
Mineral,Nevada,NV,10.1,4,11.3,4
Nye,Nevada,NV,7.3,3,5.7,3
Pershing,Nevada,NV,7.3,4,3.2,3
Storey,Nevada,NV,4.4,3,NA,NA
Washoe,Nevada,NV,8.2,4,4.9,3
White Pine,Nevada,NV,8.8,4,5.4,4
Carson City,Nevada,NV,7.9,4,5.2,3
Belknap,New Hampshire,NH,6.7,4,6.7,4
Carroll,New Hampshire,NH,5.7,3,5.5,3
Cheshire,New Hampshire,NH,5.3,3,3.3,3
Coos,New Hampshire,NH,5.4,3,5.8,3
Grafton,New Hampshire,NH,5.8,3,5.5,3
Hillsborough,New Hampshire,NH,6.3,3,4.1,3
Merrimack,New Hampshire,NH,6,3,5.8,3
Rockingham,New Hampshire,NH,6.8,3,3.8,3
Strafford,New Hampshire,NH,6.4,3,4.3,3
Sullivan,New Hampshire,NH,8.5,4,9.7,4
Atlantic,New Jersey,NJ,8.5,4,9.6,4
Bergen,New Jersey,NJ,7.3,3,4.4,3
Burlington,New Jersey,NJ,7.6,4,5.4,3
Camden,New Jersey,NJ,9.1,4,9.9,4
Cape May,New Jersey,NJ,6.3,3,8.9,4
Cumberland,New Jersey,NJ,9.2,4,11.3,4
Essex,New Jersey,NJ,10.4,4,8.6,4
Gloucester,New Jersey,NJ,7.8,4,6.5,4
Hudson,New Jersey,NJ,8.2,3,7.4,3
Hunterdon,New Jersey,NJ,5.9,3,3.4,3
Mercer,New Jersey,NJ,8.9,4,6.5,4
Middlesex,New Jersey,NJ,7.6,4,4.8,3
Monmouth,New Jersey,NJ,7.5,4,2.9,3
Morris,New Jersey,NJ,6.9,3,3.6,3
Ocean,New Jersey,NJ,6.8,3,3.6,3
Passaic,New Jersey,NJ,8.5,4,6,3
Salem,New Jersey,NJ,7.8,4,7.2,4
Somerset,New Jersey,NJ,7.1,4,2.8,3
Sussex,New Jersey,NJ,5.5,3,4.4,3
Union,New Jersey,NJ,8.1,4,6.1,4
Warren,New Jersey,NJ,6.8,4,5,3
Bernalillo,New Mexico,NM,8.3,3,6.1,3
Catron,New Mexico,NM,8.3,4,NA,NA
Chaves,New Mexico,NM,8.1,3,7.2,3
Cibola,New Mexico,NM,8.1,4,7.6,4
Colfax,New Mexico,NM,10.1,4,2.8,3
Curry,New Mexico,NM,9.2,4,7.6,4
De Baca,New Mexico,NM,8.1,3,NA,NA
Dona Ana,New Mexico,NM,7.6,3,5.3,3
Eddy,New Mexico,NM,7.3,3,8,3
Grant,New Mexico,NM,7.8,3,6.6,3
Guadalupe,New Mexico,NM,8.9,4,5.8,3
Harding,New Mexico,NM,NA,NA,NA,NA
Hidalgo,New Mexico,NM,8.3,4,5.4,3
Lea,New Mexico,NM,8.6,3,5.7,3
Lincoln,New Mexico,NM,8.6,4,6.1,3
Los Alamos,New Mexico,NM,7.8,4,4.7,3
Luna,New Mexico,NM,7.3,3,7.7,3
McKinley,New Mexico,NM,9,3,9.7,4
Mora,New Mexico,NM,11.4,4,NA,NA
Otero,New Mexico,NM,7.4,3,6.5,3
Quay,New Mexico,NM,7,3,8.5,3
Rio Arriba,New Mexico,NM,9.1,4,6.5,4
Roosevelt,New Mexico,NM,5.9,3,5.9,3
Sandoval,New Mexico,NM,7.4,4,5.9,3
San Juan,New Mexico,NM,6.7,3,5.9,3
San Miguel,New Mexico,NM,10.9,4,3.2,3
Santa Fe,New Mexico,NM,8,4,5.2,3
Sierra,New Mexico,NM,8.2,4,9,4
Socorro,New Mexico,NM,8.2,4,2.7,3
Taos,New Mexico,NM,9.2,4,5.4,3
Torrance,New Mexico,NM,7.7,4,7.7,3
Union,New Mexico,NM,7.1,3,NA,NA
Valencia,New Mexico,NM,8,3,6.9,3
Albany,New York,NY,8.2,4,8.3,4
Allegany,New York,NY,6.7,3,7,4
Bronx,New York,NY,9.3,4,6.8,4
Broome,New York,NY,7,3,7.8,4
Cattaraugus,New York,NY,6.1,3,6.7,3
Cayuga,New York,NY,6.9,3,6.4,3
Chautauqua,New York,NY,7.4,3,9,4
Chemung,New York,NY,8.2,4,6.4,3
Chenango,New York,NY,7,3,7.9,4
Clinton,New York,NY,8.1,4,6.1,3
Columbia,New York,NY,6.7,3,7.5,4
Cortland,New York,NY,6.7,3,5.4,3
Delaware,New York,NY,5.6,3,7.3,4
Dutchess,New York,NY,6.6,3,5.8,4
Erie,New York,NY,8.3,3,8.3,4
Essex,New York,NY,5.9,3,7.9,4
Franklin,New York,NY,8.5,3,6.1,3
Fulton,New York,NY,6.4,3,5.8,3
Genesee,New York,NY,5.8,3,3.5,3
Greene,New York,NY,6.7,3,5.4,3
Hamilton,New York,NY,7.2,4,NA,NA
Herkimer,New York,NY,6,3,6.5,4
Jefferson,New York,NY,6.5,3,7.8,3
Kings,New York,NY,8.6,4,6.5,4
Lewis,New York,NY,6.2,3,8.6,4
Livingston,New York,NY,5.3,3,5.5,4
Madison,New York,NY,6.9,4,6.9,4
Monroe,New York,NY,7.4,3,6.2,3
Montgomery,New York,NY,5.8,3,6.1,3
Nassau,New York,NY,7.4,3,4.7,3
New York,New York,NY,8.2,4,4.9,3
Niagara,New York,NY,7.9,4,7.5,4
Oneida,New York,NY,8,4,8.1,4
Onondaga,New York,NY,8,4,10,4
Ontario,New York,NY,6,3,5.8,3
Orange,New York,NY,6.3,3,5.4,3
Orleans,New York,NY,6.7,3,4,3
Oswego,New York,NY,7.5,3,7.4,3
Otsego,New York,NY,6.8,3,4.3,3
Putnam,New York,NY,6.6,4,2.4,3
Queens,New York,NY,7.9,4,5.2,3
Rensselaer,New York,NY,7.4,3,7.6,4
Richmond,New York,NY,7.7,4,5,3
Rockland,New York,NY,6.7,3,4.1,3
St. Lawrence,New York,NY,7,3,6.6,3
Saratoga,New York,NY,5.9,3,4.5,3
Schenectady,New York,NY,7.5,4,6.8,4
Schoharie,New York,NY,5.7,3,4.6,3
Schuyler,New York,NY,6.3,3,9,4
Seneca,New York,NY,6.3,3,6,3
Steuben,New York,NY,7.2,3,6.9,3
Suffolk,New York,NY,7.2,3,5.2,3
Sullivan,New York,NY,7.4,3,9.4,4
Tioga,New York,NY,7.7,4,7.3,4
Tompkins,New York,NY,6.6,3,6.3,3
Ulster,New York,NY,6.4,3,4.6,3
Warren,New York,NY,6.2,3,6.1,3
Washington,New York,NY,6.4,3,6,3
Wayne,New York,NY,6.1,3,6.1,4
Westchester,New York,NY,7.4,4,4.5,3
Wyoming,New York,NY,4.7,3,7.9,4
Yates,New York,NY,5.6,3,8.2,4
Alamance,North Carolina,NC,8.6,4,9.5,4
Alexander,North Carolina,NC,7.5,4,5.1,3
Alleghany,North Carolina,NC,7.1,3,4.4,3
Anson,North Carolina,NC,11.1,4,15,4
Ashe,North Carolina,NC,8,3,12.3,4
Avery,North Carolina,NC,9.8,4,6.5,3
Beaufort,North Carolina,NC,10.1,4,12.5,4
Bertie,North Carolina,NC,12.8,4,11.9,4
Bladen,North Carolina,NC,10,4,10,4
Brunswick,North Carolina,NC,9.5,4,6.6,3
Buncombe,North Carolina,NC,9.1,4,7.7,4
Burke,North Carolina,NC,9,4,7.7,4
Cabarrus,North Carolina,NC,8.4,4,7.8,4
Caldwell,North Carolina,NC,8.6,4,8.8,4
Camden,North Carolina,NC,8.1,4,8.9,4
Carteret,North Carolina,NC,7.3,4,9,4
Caswell,North Carolina,NC,9.7,4,14.3,4
Catawba,North Carolina,NC,8.6,4,7.6,4
Chatham,North Carolina,NC,6.9,4,5.6,3
Cherokee,North Carolina,NC,6.5,3,8.1,3
Chowan,North Carolina,NC,8.6,4,9.1,4
Clay,North Carolina,NC,6.5,3,7.6,4
Cleveland,North Carolina,NC,9.4,4,10.8,4
Columbus,North Carolina,NC,11,4,11.5,4
Craven,North Carolina,NC,8.4,4,7.2,4
Cumberland,North Carolina,NC,9.6,4,10.9,4
Currituck,North Carolina,NC,8.2,4,11.1,4
Dare,North Carolina,NC,7.7,4,8.8,4
Davidson,North Carolina,NC,9.1,4,8.1,4
Davie,North Carolina,NC,8.5,4,12.3,4
Duplin,North Carolina,NC,9.1,3,8.7,4
Durham,North Carolina,NC,9.5,4,6.2,3
Edgecombe,North Carolina,NC,11.8,4,11.4,4
Forsyth,North Carolina,NC,9.7,4,8.4,4
Franklin,North Carolina,NC,8.5,3,7.1,3
Gaston,North Carolina,NC,9.1,4,8.5,4
Gates,North Carolina,NC,10.4,4,8.2,4
Graham,North Carolina,NC,7,3,3.4,3
Granville,North Carolina,NC,7.8,4,8,4
Greene,North Carolina,NC,10.2,4,11.5,4
Guilford,North Carolina,NC,9.3,4,8.7,4
Halifax,North Carolina,NC,11.4,4,9,3
Harnett,North Carolina,NC,8.2,4,7.9,4
Haywood,North Carolina,NC,8.2,4,6,3
Henderson,North Carolina,NC,7.9,4,5.9,3
Hertford,North Carolina,NC,13.2,4,17.5,4
Hoke,North Carolina,NC,9.4,4,9.2,4
Hyde,North Carolina,NC,8.8,4,15.9,4
Iredell,North Carolina,NC,9.3,4,8.5,4
Jackson,North Carolina,NC,6.8,3,8.3,4
Johnston,North Carolina,NC,7.6,3,7.7,4
Jones,North Carolina,NC,11.4,4,10.3,4
Lee,North Carolina,NC,8.7,4,6.9,4
Lenoir,North Carolina,NC,11.1,4,13.4,4
Lincoln,North Carolina,NC,8.1,4,7.3,4
McDowell,North Carolina,NC,8.9,4,8.9,4
Macon,North Carolina,NC,7,3,9,4
Madison,North Carolina,NC,8.5,4,5.6,3
Martin,North Carolina,NC,11.4,4,9.9,3
Mecklenburg,North Carolina,NC,8.6,4,7.6,3
Mitchell,North Carolina,NC,8,4,9,4
Montgomery,North Carolina,NC,8.4,4,6.7,3
Moore,North Carolina,NC,9,4,8.4,4
Nash,North Carolina,NC,9.4,4,9.6,4
New Hanover,North Carolina,NC,9,4,5.4,3
Northampton,North Carolina,NC,12.2,4,17.6,4
Onslow,North Carolina,NC,7.8,3,9.5,4
Orange,North Carolina,NC,9.6,4,9.6,4
Pamlico,North Carolina,NC,9.3,4,5.1,3
Pasquotank,North Carolina,NC,9.2,3,7.7,3
Pender,North Carolina,NC,9.1,4,5.5,3
Perquimans,North Carolina,NC,8.2,3,14.4,4
Person,North Carolina,NC,9.2,4,10,4
Pitt,North Carolina,NC,10.4,4,12.4,4
Polk,North Carolina,NC,6.8,4,11,4
Randolph,North Carolina,NC,8.1,4,9,4
Richmond,North Carolina,NC,9.9,4,9.3,4
Robeson,North Carolina,NC,11.4,4,10,4
Rockingham,North Carolina,NC,9.4,4,8.7,4
Rowan,North Carolina,NC,9.4,4,8.6,4
Rutherford,North Carolina,NC,9,4,11.4,4
Sampson,North Carolina,NC,9.2,4,9.4,4
Scotland,North Carolina,NC,11,4,12.5,4
Stanly,North Carolina,NC,8.8,4,9.7,4
Stokes,North Carolina,NC,8.4,4,5.9,3
Surry,North Carolina,NC,8.1,4,7.5,4
Swain,North Carolina,NC,6.1,3,6.6,3
Transylvania,North Carolina,NC,7.6,4,8.7,4
Tyrrell,North Carolina,NC,9.8,4,13.2,4
Union,North Carolina,NC,7.1,4,6,4
Vance,North Carolina,NC,11.8,4,13.6,4
Wake,North Carolina,NC,7.6,4,5.8,4
Warren,North Carolina,NC,11.7,4,12.2,4
Washington,North Carolina,NC,8.9,3,13.1,4
Watauga,North Carolina,NC,8.1,3,5.8,3
Wayne,North Carolina,NC,9.2,4,9.2,4
Wilkes,North Carolina,NC,8.4,4,6.9,3
Wilson,North Carolina,NC,9.7,4,11.4,4
Yadkin,North Carolina,NC,7.7,4,6.2,4
Yancey,North Carolina,NC,7.1,3,3.7,3
Adams,North Dakota,ND,4.4,3,NA,NA
Barnes,North Dakota,ND,5.2,3,12.1,4
Benson,North Dakota,ND,5.7,3,6.1,3
Billings,North Dakota,ND,NA,NA,NA,NA
Bottineau,North Dakota,ND,4.7,3,10.1,4
Bowman,North Dakota,ND,3.7,3,NA,NA
Burke,North Dakota,ND,5.3,3,NA,NA
Burleigh,North Dakota,ND,6.7,4,7.6,4
Cass,North Dakota,ND,6.5,3,4.4,3
Cavalier,North Dakota,ND,6.2,4,NA,NA
Dickey,North Dakota,ND,5.7,4,3.5,3
Divide,North Dakota,ND,3.6,3,NA,NA
Dunn,North Dakota,ND,2.7,3,NA,NA
Eddy,North Dakota,ND,3.8,3,NA,NA
Emmons,North Dakota,ND,5.2,3,NA,NA
Foster,North Dakota,ND,5.9,4,NA,NA
Golden Valley,North Dakota,ND,5.3,3,NA,NA
Grand Forks,North Dakota,ND,5.6,3,5,3
Grant,North Dakota,ND,6.3,3,NA,NA
Griggs,North Dakota,ND,6.7,4,NA,NA
Hettinger,North Dakota,ND,2.3,3,NA,NA
Kidder,North Dakota,ND,7,4,NA,NA
LaMoure,North Dakota,ND,6.5,4,NA,NA
Logan,North Dakota,ND,5.4,3,NA,NA
McHenry,North Dakota,ND,6.4,4,7.9,4
McIntosh,North Dakota,ND,4.8,3,NA,NA
McKenzie,North Dakota,ND,6.6,4,23.7,4
McLean,North Dakota,ND,7,4,5.5,3
Mercer,North Dakota,ND,8.7,4,5.6,3
Morton,North Dakota,ND,6,3,8.5,4
Mountrail,North Dakota,ND,5.6,3,15.7,4
Nelson,North Dakota,ND,7.9,4,NA,NA
Oliver,North Dakota,ND,8.3,4,NA,NA
Pembina,North Dakota,ND,7.1,4,9.2,4
Pierce,North Dakota,ND,5,3,11.6,4
Ramsey,North Dakota,ND,5,3,9.6,4
Ransom,North Dakota,ND,6.3,4,1.8,3
Renville,North Dakota,ND,3.5,3,NA,NA
Richland,North Dakota,ND,5.4,3,5.4,3
Rolette,North Dakota,ND,6,3,13.2,4
Sargent,North Dakota,ND,5.2,3,NA,NA
Sheridan,North Dakota,ND,NA,NA,NA,NA
Sioux,North Dakota,ND,7.8,4,14.2,4
Slope,North Dakota,ND,8.5,4,NA,NA
Stark,North Dakota,ND,6.3,3,8.4,4
Steele,North Dakota,ND,8.6,4,NA,NA
Stutsman,North Dakota,ND,5.5,3,5.6,4
Towner,North Dakota,ND,7.4,4,NA,NA
Traill,North Dakota,ND,5.3,3,15,4
Walsh,North Dakota,ND,5.1,3,4.7,3
Ward,North Dakota,ND,6.8,3,7.8,4
Wells,North Dakota,ND,4.7,3,NA,NA
Williams,North Dakota,ND,5,3,5.8,3
Adams,Ohio,OH,6.7,3,5.1,3
Allen,Ohio,OH,9.6,4,10.1,4
Ashland,Ohio,OH,6.2,3,5.5,3
Ashtabula,Ohio,OH,7.1,3,8.5,3
Athens,Ohio,OH,7.4,3,8.1,3
Auglaize,Ohio,OH,6.7,4,6.5,4
Belmont,Ohio,OH,8.4,4,8.3,4
Brown,Ohio,OH,6.6,3,8.4,4
Butler,Ohio,OH,6.9,4,8.2,4
Carroll,Ohio,OH,7.5,4,3.7,3
Champaign,Ohio,OH,6.9,3,7.9,4
Clark,Ohio,OH,8.6,4,8.2,4
Clermont,Ohio,OH,6.4,3,3.8,3
Clinton,Ohio,OH,8,4,4.4,3
Columbiana,Ohio,OH,7.6,3,8.5,4
Coshocton,Ohio,OH,7.1,4,4.7,3
Crawford,Ohio,OH,7.4,4,10.9,4
Cuyahoga,Ohio,OH,9.5,4,9.1,4
Darke,Ohio,OH,6.1,3,3.9,3
Defiance,Ohio,OH,7.6,4,6,4
Delaware,Ohio,OH,7.4,4,6.3,4
Erie,Ohio,OH,8.2,4,7.1,4
Fairfield,Ohio,OH,7.5,4,7.8,4
Fayette,Ohio,OH,7,4,2.7,3
Franklin,Ohio,OH,8.7,4,8.5,4
Fulton,Ohio,OH,6.5,4,3.6,3
Gallia,Ohio,OH,10,4,13.1,4
Geauga,Ohio,OH,5.9,3,5.2,3
Greene,Ohio,OH,7.2,4,5.1,3
Guernsey,Ohio,OH,7.2,3,5,3
Hamilton,Ohio,OH,9.4,4,10,4
Hancock,Ohio,OH,7,4,8.2,4
Hardin,Ohio,OH,6.2,3,5.6,3
Harrison,Ohio,OH,6.9,3,10.8,4
Henry,Ohio,OH,7.6,4,7.3,4
Highland,Ohio,OH,7.5,4,8.2,4
Hocking,Ohio,OH,8.5,4,6.7,4
Holmes,Ohio,OH,5,3,7.3,4
Huron,Ohio,OH,6.7,4,5.8,3
Jackson,Ohio,OH,10,4,7.4,3
Jefferson,Ohio,OH,7.4,3,8.1,4
Knox,Ohio,OH,5.7,3,4.5,3
Lake,Ohio,OH,6.8,3,5.8,3
Lawrence,Ohio,OH,9.8,4,8.9,3
Licking,Ohio,OH,8.1,4,8,4
Logan,Ohio,OH,7.2,4,9.1,4
Lorain,Ohio,OH,8,4,7.5,4
Lucas,Ohio,OH,8.9,3,9.2,4
Madison,Ohio,OH,6.7,3,9.1,4
Mahoning,Ohio,OH,9.9,4,9.2,4
Marion,Ohio,OH,9.1,4,6.7,3
Medina,Ohio,OH,6.5,3,5.1,3
Meigs,Ohio,OH,9.1,4,4.8,3
Mercer,Ohio,OH,5,3,5.6,3
Miami,Ohio,OH,6.5,4,4.6,3
Monroe,Ohio,OH,6.6,3,6.3,3
Montgomery,Ohio,OH,8.8,4,8.1,4
Morgan,Ohio,OH,7.5,4,8.9,4
Morrow,Ohio,OH,7.6,4,7.9,4
Muskingum,Ohio,OH,9.1,4,8.5,4
Noble,Ohio,OH,5.7,3,2.5,3
Ottawa,Ohio,OH,6.6,3,5.6,3
Paulding,Ohio,OH,7.9,4,7,4
Perry,Ohio,OH,8.3,4,10.6,4
Pickaway,Ohio,OH,8.5,4,9.3,4
Pike,Ohio,OH,7.9,3,6.1,3
Portage,Ohio,OH,7.5,4,4.9,3
Preble,Ohio,OH,6.7,4,2.8,3
Putnam,Ohio,OH,6.2,3,6.3,4
Richland,Ohio,OH,7.2,3,7.9,4
Ross,Ohio,OH,8.5,4,5.6,3
Sandusky,Ohio,OH,7.1,4,7.3,4
Scioto,Ohio,OH,8.2,3,9.2,4
Seneca,Ohio,OH,6.9,4,7.2,4
Shelby,Ohio,OH,6.4,3,6.4,4
Stark,Ohio,OH,8.7,4,7.9,4
Summit,Ohio,OH,8.7,4,7.4,3
Trumbull,Ohio,OH,8,4,9.5,4
Tuscarawas,Ohio,OH,6.7,3,6.3,3
Union,Ohio,OH,7.8,4,5.4,3
Van Wert,Ohio,OH,6.7,4,7.3,4
Vinton,Ohio,OH,8.2,4,9.5,4
Warren,Ohio,OH,6.6,3,4.5,3
Washington,Ohio,OH,7.9,3,5.9,3
Wayne,Ohio,OH,5.1,3,5.4,3
Williams,Ohio,OH,6.2,3,6.8,4
Wood,Ohio,OH,6.6,3,6.7,4
Wyandot,Ohio,OH,6.7,4,8.5,4
Adair,Oklahoma,OK,7.1,3,9.4,3
Alfalfa,Oklahoma,OK,5.7,3,NA,NA
Atoka,Oklahoma,OK,7.6,4,11.7,4
Beaver,Oklahoma,OK,5.5,3,3.8,3
Beckham,Oklahoma,OK,7.6,3,8.2,3
Blaine,Oklahoma,OK,6.7,3,9.4,4
